threshold,precision,recall
0.011560069574173992,0.27138086249455495,1.0
0.011614962195543909,0.2714202730177171,1.0
0.011617422734913443,0.27145969498910677,1.0
0.011627149843283068,0.27149912841371293,1.0
0.011670141786568597,0.2715385732965277,1.0
0.011695660562005905,0.2715780296425458,1.0
0.01170103891641375,0.271617497456765,1.0
0.011765771520194571,0.27165697674418604,1.0
0.01176897958148501,0.27169646750981247,1.0
0.01179468589472647,0.2717359697586508,1.0
0.011810446235267532,0.27177548349571035,1.0
0.011819197106355006,0.2718150087260035,1.0
0.011831047436158003,0.27185454545454546,1.0
0.011837316714860869,0.27189409368635437,1.0
0.011837319813022506,0.2719336534264513,1.0
0.011866156296321723,0.2719732246798603,1.0
0.011900864739726224,0.2720128074516082,1.0
0.011947717477966689,0.2720524017467249,1.0
0.011981854080270235,0.2720920075702431,1.0
0.011987589142073093,0.2721316249271986,1.0
0.012003025314699893,0.27217125382262997,1.0
0.012018369386003805,0.2722108942615788,1.0
0.01210575212823785,0.27225054624908956,1.0
0.012133003854436462,0.2722902097902098,1.0
0.012154338473785253,0.2723298848899898,1.0
0.012158053232474852,0.27236957155348296,1.0
0.012186350869435343,0.27240926978574553,1.0
0.012194416935372664,0.2724489795918367,1.0
0.012266304241214391,0.27248870097681877,1.0
0.01227451385934812,0.27252843394575677,1.0
0.012279616822673154,0.27256817850371884,1.0
0.01229742860460308,0.272607934655776,1.0
0.012369182278106503,0.2726477024070022,1.0
0.012371232320992135,0.2726874817624745,1.0
0.012395726433874302,0.2727272727272727,1.0
0.012462054183540199,0.27276707530647987,1.0
0.012462411895948492,0.2728068895051817,1.0
0.012471514495526229,0.27284671532846716,1.0
0.012497116600543087,0.2728865527814279,1.0
0.01258599452178302,0.2729264018691589,1.0
0.012627857458173644,0.2729662625967577,1.0
0.01266024303557699,0.27300613496932513,1.0
0.012803541742083976,0.27304601899196496,1.0
0.012821053153228583,0.27308591466978377,1.0
0.012842053146696567,0.27312582200789126,1.0
0.013085715599505198,0.2731657410114002,1.0
0.013136419970352623,0.2732056716854261,1.0
0.013186780621696237,0.27324561403508774,1.0
0.013249222428235162,0.27328556806550663,1.0
0.013301212860251575,0.2733255337818076,1.0
0.013305533579789018,0.27336551118911806,1.0
0.013368965229332935,0.27340550029256877,1.0
0.013382400683719372,0.2734455010972933,1.0
0.013403598796645995,0.273339186420837,0.9994649545211343
0.013403756932252047,0.2733791892287429,0.9994649545211343
0.013430543780373533,0.2734192037470726,0.9994649545211343
0.013458174273910939,0.2734592299809691,0.9994649545211343
0.013514901423602345,0.2734992679355783,0.9994649545211343
0.01360918070628879,0.2735393176160492,0.9994649545211343
0.013655020162457584,0.2735793790275337,0.9994649545211343
0.013701513982692943,0.27361945217518674,0.9994649545211343
0.013713603593215225,0.2736595370641664,0.9994649545211343
0.013716872067606172,0.2736996336996337,0.9994649545211343
0.01378448638456848,0.2737397420867526,0.9994649545211343
0.013791904621763168,0.2737798622306903,0.9994649545211343
0.013804153651997256,0.27381999413661684,0.9994649545211343
0.013852911479056172,0.2738601378097053,0.9994649545211343
0.013867308973063208,0.273900293255132,0.9994649545211343
0.013882066913022715,0.27394046047807596,0.9994649545211343
0.01393771562035534,0.2739806394837196,0.9994649545211343
0.013951129969766017,0.27402083027724805,0.9994649545211343
0.013951503669125643,0.27406103286384975,0.9994649545211343
0.01396331803248467,0.27410124724871604,0.9994649545211343
0.01401447593065126,0.27414147343704137,0.9994649545211343
0.014041573279541758,0.2741817114340232,0.9994649545211343
0.014066370856977829,0.27422196124486203,0.9994649545211343
0.014104136204710772,0.27426222287476143,0.9994649545211343
0.01414925859041846,0.27430249632892806,0.9994649545211343
0.01415298459354014,0.2743427816125716,0.9994649545211343
0.014173033211358722,0.27438307873090484,0.9994649545211343
0.014185870551347873,0.27442338768914354,0.9994649545211343
0.014204615661451897,0.2744637084925066,0.9994649545211343
0.014247435688089274,0.274504041146216,0.9994649545211343
0.014381702357820979,0.27454438565549677,0.9994649545211343
0.01443297577550773,0.274584742025577,0.9994649545211343
0.014446075407189396,0.27462511026168773,0.9994649545211343
0.014460860084248258,0.27466549036906335,0.9994649545211343
0.014462994111579263,0.2747058823529412,0.9994649545211343
0.01447530959045871,0.27474628621856156,0.9994649545211343
0.014524750793380493,0.274786701971168,0.9994649545211343
0.014569079773019031,0.2748271296160071,0.9994649545211343
0.014571589962301153,0.27486756915832844,0.9994649545211343
0.01461968058099336,0.2749080206033848,0.9994649545211343
0.014663796245947424,0.2749484839564321,0.9994649545211343
0.014672537042680907,0.27498895922272926,0.9994649545211343
0.014711196281875413,0.2750294464075383,0.9994649545211343
0.014714431322515138,0.2749226917979679,0.9989299090422686
0.014737478108194455,0.2749631811487482,0.9989299090422686
0.01474863614689572,0.27500368242745615,0.9989299090422686
0.014775377134818512,0.2750441956393636,0.9989299090422686
0.014937590723989367,0.2749373802858406,0.9983948635634029
0.014943277944266161,0.2749778956675508,0.9983948635634029
0.014995644028036563,0.2750184229918939,0.9983948635634029
0.015043360065491854,0.27505896226415094,0.9983948635634029
0.015181318108815836,0.2750995134896064,0.9983948635634029
0.015194715806251745,0.2751400766735476,0.9983948635634029
0.01521242619164431,0.2751806518212653,0.9983948635634029
0.0152567107046358,0.2752212389380531,0.9983948635634029
0.015316356133801733,0.27526183802920784,0.9983948635634029
0.015377189323749927,0.2753024491000295,0.9983948635634029
0.01537920678906195,0.27534307215582116,0.9983948635634029
0.015428746830444066,0.27538370720188904,0.9983948635634029
0.015440165410748252,0.27542435424354245,0.9983948635634029
0.015518570373567193,0.2754650132860939,0.9983948635634029
0.015566766237403787,0.275505684334859,0.9983948635634029
0.015605711939518463,0.27554636739515653,0.9983948635634029
0.015622969807605957,0.27558706247230835,0.9983948635634029
0.015623330241048929,0.2756277695716396,0.9983948635634029
0.015651194899415754,0.2756684886984784,0.9983948635634029
0.015679275631326747,0.27570921985815605,0.9983948635634029
0.015679909876808458,0.2757499630560071,0.9983948635634029
0.01569381828774834,0.2757907182973692,0.9983948635634029
0.015812087275704323,0.27583148558758314,0.9983948635634029
0.015928513420489045,0.2758722649319929,0.9983948635634029
0.016005974844114,0.2759130563359456,0.9983948635634029
0.016007612286155604,0.2759538598047915,0.9983948635634029
0.016023877954798014,0.27599467534388405,0.9983948635634029
0.016045577965325446,0.27603550295857987,0.9983948635634029
0.016059826516700005,0.2760763426542388,0.9983948635634029
0.0160614925782788,0.27611719443622373,0.9983948635634029
0.016084645848078047,0.27615805830990087,0.9983948635634029
0.01609694111687782,0.2761989342806394,0.9983948635634029
0.01610596278243873,0.276239822353812,0.9983948635634029
0.016110157226074173,0.2762807225347942,0.9983948635634029
0.016125591662283462,0.2763216348289649,0.9983948635634029
0.016137819890719794,0.27636255924170616,0.9983948635634029
0.016146303804074356,0.2764034957784032,0.9983948635634029
0.01616018720536902,0.27644444444444444,0.9983948635634029
0.01622073914390273,0.2764854052452215,0.9983948635634029
0.01628909122097718,0.27652637818612924,0.9983948635634029
0.016331487826669263,0.2765673632725656,0.9983948635634029
0.016399888858355086,0.2766083605099318,0.9983948635634029
0.01645954807095328,0.2766493699036323,0.9983948635634029
0.016486847837455732,0.27669039145907476,0.9983948635634029
0.01655122698190575,0.2767314251816699,0.9983948635634029
0.016565294508412782,0.2767724710768318,0.9983948635634029
0.016592760564362912,0.27681352914997776,0.9983948635634029
0.01663648157535297,0.2768545994065282,0.9983948635634029
0.01663868828768033,0.2768956818519068,0.9983948635634029
0.016709311616270695,0.2769367764915405,0.9983948635634029
0.01671075697928025,0.27697788333085943,0.9983948635634029
0.01671141968265602,0.2770190023752969,0.9983948635634029
0.016752883913219548,0.27706013363028953,0.9983948635634029
0.0168376308220481,0.2771012771012771,0.9983948635634029
0.016855014545712584,0.27714243279370265,0.9983948635634029
0.016874204030091797,0.27718360071301246,0.9983948635634029
0.016981269719728177,0.2772247808646561,0.9983948635634029
0.016998926966747364,0.2772659732540862,0.9983948635634029
0.01700448023225484,0.2773071778867588,0.9983948635634029
0.017048065605523213,0.27734839476813317,0.9983948635634029
0.017082549946490038,0.2773896239036718,0.9983948635634029
0.017085774324009713,0.2774308652988403,0.9983948635634029
0.017306151792761536,0.2774721189591078,0.9983948635634029
0.017314215967709986,0.2775133848899465,0.9983948635634029
0.017315429255913277,0.27755466309683174,0.9983948635634029
0.017339845039411664,0.27759595358524247,0.9983948635634029
0.01737175735920451,0.2776372563606606,0.9983948635634029
0.017377063746347822,0.27767857142857144,0.9983948635634029
0.017394781323236075,0.27771989879446346,0.9983948635634029
0.017401225159722557,0.2777612384638285,0.9983948635634029
0.01741822650777696,0.27780259044216166,0.9983948635634029
0.01745285876326313,0.27784395473496126,0.9983948635634029
0.01747949859000641,0.27788533134772897,0.9983948635634029
0.01748671473084253,0.2779267202859696,0.9983948635634029
0.017523646009160516,0.2779681215551914,0.9983948635634029
0.017585669308946096,0.2780095351609058,0.9983948635634029
0.0176376820773109,0.27805096110862765,0.9983948635634029
0.017666261443551455,0.2780923994038748,0.9983948635634029
0.01780017287416892,0.27813385005216873,0.9983948635634029
0.0178525959821813,0.278175313059034,0.9983948635634029
0.017921560662783893,0.27821678842999853,0.9983948635634029
0.01800885832073811,0.2782582761705935,0.9983948635634029
0.01804053292880181,0.2782997762863535,0.9983948635634029
0.018068056851532798,0.2783412887828162,0.9983948635634029
0.01809693606368165,0.2783828136655229,0.9983948635634029
0.018137768273306855,0.2784243509400179,0.9983948635634029
0.018139478660952932,0.278465900611849,0.9983948635634029
0.018186467265706708,0.2785074626865672,0.9983948635634029
0.018191468419241845,0.27854903716972684,0.9983948635634029
0.01819151237348217,0.2785906240668856,0.9983948635634029
0.01820852910412353,0.2786322233836046,0.9983948635634029
0.018229327676304728,0.278673835125448,0.9983948635634029
0.01823358412336964,0.2787154592979836,0.9983948635634029
0.018295472684051527,0.2787570959067822,0.9983948635634029
0.018339894830893492,0.2787987449574182,0.9983948635634029
0.018351155611978243,0.2788404064554692,0.9983948635634029
0.018370618899123448,0.27888208040651624,0.9983948635634029
0.018410881878222075,0.2789237668161435,0.9983948635634029
0.018451559491915764,0.2789654656899387,0.9983948635634029
0.0184924173744375,0.2790071770334928,0.9983948635634029
0.018507655357893893,0.2790489008524002,0.9983948635634029
0.018576213851693224,0.27909063715225846,0.9983948635634029
0.018576977473225384,0.2791323859386687,0.9983948635634029
0.018577914147121285,0.2791741472172352,0.9983948635634029
0.018579787761318037,0.2792159209935658,0.9983948635634029
0.018644816321957944,0.2792577072732715,0.9983948635634029
0.018655038966280277,0.2792995060619668,0.9983948635634029
0.018691648619019192,0.27934131736526946,0.9983948635634029
0.018735656081227396,0.2793831411888007,0.9983948635634029
0.018752766225705948,0.27942497753818507,0.9983948635634029
0.01877680222762501,0.27946682641905046,0.9983948635634029
0.018779845290843082,0.27950868783702815,0.9983948635634029
0.01885124626948185,0.2795505617977528,0.9983948635634029
0.018871912856404383,0.2795924483068625,0.9983948635634029
0.01889066594823319,0.2796343473699985,0.9983948635634029
0.018901789608687696,0.27967625899280574,0.9983948635634029
0.018904011542975826,0.2797181831809324,0.9983948635634029
0.018950528589393965,0.27976011994002997,0.9983948635634029
0.018971659287351852,0.27980206927575346,0.9983948635634029
0.0189909587056174,0.2798440311937612,0.9983948635634029
0.019032813196859413,0.279886005699715,0.9983948635634029
0.019037901081510485,0.27992799279927993,0.9983948635634029
0.019048738859389104,0.27996999249812454,0.9983948635634029
0.019057145472918455,0.2800120048019208,0.9983948635634029
0.019066065806857286,0.28005402971634397,0.9983948635634029
0.019172037777067833,0.280096067247073,0.9983948635634029
0.01920939946150101,0.28013811739978983,0.9983948635634029
0.01931757870095498,0.2801801801801802,0.9983948635634029
0.019350299333255105,0.28022225559393305,0.9983948635634029
0.019359485217262176,0.28026434364674074,0.9983948635634029
0.019360384075907677,0.28030644434429924,0.9983948635634029
0.01936327338013338,0.2803485576923077,0.9983948635634029
0.019377709944330537,0.2803906836964688,0.9983948635634029
0.01937957189773043,0.28043282236248873,0.9983948635634029
0.019422997557253095,0.28047497369607693,0.9983948635634029
0.019429303744511028,0.2805171377029465,0.9983948635634029
0.019450053902480342,0.2805593143888137,0.9983948635634029
0.019500481646671078,0.2806015037593985,0.9983948635634029
0.01954292728466047,0.28064370582042414,0.9983948635634029
0.01955553056133005,0.2806859205776173,0.9983948635634029
0.01959305541399292,0.2807281480367083,0.9983948635634029
0.01962559167132855,0.28077038820343064,0.9983948635634029
0.0196836374334523,0.28081264108352144,0.9983948635634029
0.019714850815117133,0.28085490668272123,0.9983948635634029
0.019787786732792148,0.2808971850067741,0.9983948635634029
0.019844566299892303,0.2809394760614273,0.9983948635634029
0.019903091818152585,0.2809817798524319,0.9983948635634029
0.019952222805130107,0.28102409638554215,0.9983948635634029
0.020027713406760995,0.281066425666516,0.9983948635634029
0.02004735224539713,0.2811087677011148,0.9983948635634029
0.020073602761433263,0.2811511224951032,0.9983948635634029
0.02014921867309681,0.28119349005424954,0.9983948635634029
0.020213427118347674,0.28123587038432557,0.9983948635634029
0.02021369679551228,0.28112752487187215,0.9978598180845372
0.020246959649442238,0.2811699080355797,0.9978598180845372
0.02031729709460971,0.28121230398069963,0.9978598180845372
0.020343764328088668,0.2812547127130146,0.9978598180845372
0.020375414343861822,0.2812971342383107,0.9978598180845372
0.020416651542037947,0.2813395685623774,0.9978598180845372
0.020443597176084273,0.28138201569100785,0.9978598180845372
0.020479766836960563,0.2814244756299985,0.9978598180845372
0.020571240314195483,0.2814669483851494,0.9978598180845372
0.020608790235309232,0.28150943396226413,0.9978598180845372
0.020611952370900702,0.28155193236714976,0.9978598180845372
0.020623896449010134,0.2815944436056168,0.9978598180845372
0.020651445738948105,0.2816369676834793,0.9978598180845372
0.020735092834239473,0.2816795046065549,0.9978598180845372
0.02074725055856167,0.28172205438066467,0.9978598180845372
0.020796164431972634,0.2817646170116332,0.9978598180845372
0.020825649376947118,0.28180719250528863,0.9978598180845372
0.02087630493063528,0.2818497808674626,0.9978598180845372
0.02092644148788439,0.2818923821039903,0.9978598180845372
0.02101879889672277,0.2819349962207105,0.9978598180845372
0.021062495703372375,0.28197762322346537,0.9978598180845372
0.021070207625435888,0.2820202631181007,0.9978598180845372
0.02107385290513144,0.28206291591046584,0.9978598180845372
0.021084930387782398,0.2821055816064136,0.9978598180845372
0.021097214589202645,0.2821482602118003,0.9978598180845372
0.02126213083199491,0.282190951732486,0.9978598180845372
0.021386660126499892,0.28223365617433416,0.9978598180845372
0.02141034866636826,0.2822763735432117,0.9978598180845372
0.021529026054880055,0.2823191038449894,0.9978598180845372
0.021577585522347644,0.28236184708554124,0.9978598180845372
0.021633408247817027,0.282404603270745,0.9978598180845372
0.02177167540127854,0.2824473724064819,0.9978598180845372
0.021831241231921497,0.2824901544986368,0.9978598180845372
0.021888959038796528,0.282532949553098,0.9978598180845372
0.02189945083070409,0.2825757575757576,0.9978598180845372
0.021949209187785274,0.282618578572511,0.9978598180845372
0.021993991166829888,0.28266141254925736,0.9978598180845372
0.02202606799424201,0.28270425951189937,0.9978598180845372
0.022213705988104585,0.28274711946634323,0.9978598180845372
0.022356611536347243,0.28278999241849884,0.9978598180845372
0.022568079980720957,0.2828328783742797,0.9978598180845372
0.0226814220352747,0.2828757773396026,0.9978598180845372
0.022741513544015452,0.28291868932038833,0.9978598180845372
0.022745838599776937,0.28296161432256106,0.9978598180845372
0.022756135755344926,0.2830045523520486,0.9978598180845372
0.02285732002201381,0.2830475034147822,0.9978598180845372
0.02289317272371445,0.28309046751669703,0.9978598180845372
0.022894109034891304,0.2831334446637316,0.9978598180845372
0.022898371594531973,0.28317643486182814,0.9978598180845372
0.02299564190438376,0.2832194381169324,0.9978598180845372
0.023006354418599467,0.2832624544349939,0.9978598180845372
0.023052776181354255,0.2833054838219657,0.9978598180845372
0.023072920087658103,0.2833485262838043,0.9978598180845372
0.023085320305670655,0.2833915818264701,0.9978598180845372
0.023161676504563723,0.28343465045592703,0.9978598180845372
0.023281137063689453,0.2834777321781426,0.9978598180845372
0.02329125965006179,0.28352082699908787,0.9978598180845372
0.02346838590335013,0.28356393492473775,0.9978598180845372
0.02347052145236661,0.28360705596107055,0.9978598180845372
0.023497797256118783,0.28365019011406845,0.9978598180845372
0.02350370712629515,0.2836933373897171,0.9978598180845372
0.0235099887840088,0.2837364977940058,0.9978598180845372
0.023554334027972537,0.2837796713329276,0.9978598180845372
0.02361870657455168,0.2838228580124791,0.9978598180845372
0.023642103719251108,0.2838660578386606,0.9978598180845372
0.023666319403964686,0.283909270817476,0.9978598180845372
0.023671101271583218,0.283952496954933,0.9978598180845372
0.023751205237981354,0.2839957362570428,0.9978598180845372
0.023800284626834964,0.2840389887298203,0.9978598180845372
0.023803189876551323,0.2840822543792841,0.9978598180845372
0.02381338801702414,0.28412553321145645,0.9978598180845372
0.023824715601495943,0.28416882523236325,0.9978598180845372
0.023895495421226702,0.2842121304480341,0.9978598180845372
0.023986326067174307,0.2842554488645024,0.9978598180845372
0.024002129291302896,0.2842987804878049,0.9978598180845372
0.02404919621542286,0.28434212532398234,0.9978598180845372
0.024052846578309747,0.284385483379079,0.9978598180845372
0.024067187157452978,0.2844288546591429,0.9978598180845372
0.024081709431113926,0.28447223917022574,0.9978598180845372
0.02423962432173775,0.28451563691838294,0.9978598180845372
0.02438876799936946,0.28455904790967346,0.9978598180845372
0.024389599538648873,0.2846024721501602,0.9978598180845372
0.02450651331234289,0.28464590964590963,0.9978598180845372
0.02451867261100782,0.2846893604029919,0.9978598180845372
0.024527579847724263,0.28473282442748094,0.9978598180845372
0.024563605230624286,0.28477630172545426,0.9978598180845372
0.0245643685011502,0.28481979230299326,0.9978598180845372
0.024573775955823274,0.284863296166183,0.9978598180845372
0.024581502101261987,0.2849068133211121,0.9978598180845372
0.02459255490385461,0.2849503437738732,0.9978598180845372
0.02460073482332958,0.2849938875305624,0.9978598180845372
0.024628367039098327,0.28503744459727953,0.9978598180845372
0.02470445297983355,0.2850810149801284,0.9978598180845372
0.024725585969455607,0.28512459868521633,0.9978598180845372
0.02486103542769475,0.2851681957186544,0.9978598180845372
0.024895799565624523,0.28521180608655755,0.9978598180845372
0.024909777606786535,0.28525542979504437,0.9978598180845372
0.024910707008654054,0.2852990668502371,0.9978598180845372
0.02492387794887398,0.28534271725826194,0.9978598180845372
0.024937003371200056,0.28538638102524866,0.9978598180845372
0.024992170027051498,0.28543005815733086,0.9978598180845372
0.02503394111480303,0.28547374866064595,0.9978598180845372
0.02505647181182501,0.285517452541335,0.9978598180845372
0.025091763920328677,0.2855611698055428,0.9978598180845372
0.025135025086194772,0.28560490045941805,0.9978598180845372
0.0251362522655371,0.2856486445091132,0.9978598180845372
0.025166724207274553,0.2856924019607843,0.9978598180845372
0.025315929654620612,0.2857361728205914,0.9978598180845372
0.025326293764373613,0.2857799570946981,0.9978598180845372
0.025342105291307877,0.285823754789272,0.9978598180845372
0.025446399776804213,0.28586756591048434,0.9978598180845372
0.025526668735967428,0.2859113904645102,0.9978598180845372
0.025583913822110064,0.28595522845752835,0.9978598180845372
0.025775526670641754,0.28599907989572154,0.9978598180845372
0.025807901335168044,0.2860429447852761,0.9978598180845372
0.025807963522402635,0.28608682313238226,0.9978598180845372
0.02581269119104569,0.2861307149432341,0.9978598180845372
0.025871106918534295,0.28617462022402945,0.9978598180845372
0.025875308040499194,0.28621853898096994,0.9978598180845372
0.02595720797512623,0.28626247122026094,0.9978598180845372
0.02608247247525288,0.28630641694811176,0.9978598180845372
0.02614182070589982,0.28635037617073544,0.9978598180845372
0.02626294988417662,0.2863943488943489,0.9978598180845372
0.026304102192877897,0.2864383351251728,0.9978598180845372
0.026358084458219053,0.28648233486943164,0.9978598180845372
0.026369711769045925,0.2865263481333538,0.9978598180845372
0.02646871305493304,0.2865703749231715,0.9978598180845372
0.026531963416732043,0.28661441524512066,0.9978598180845372
0.026581907125128767,0.2866584691054411,0.9978598180845372
0.026585387808600962,0.28670253651037664,0.9978598180845372
0.026596273993675666,0.28674661746617464,0.9978598180845372
0.026603930523002056,0.28679071197908657,0.9978598180845372
0.02660498281937663,0.2868348200553676,0.9978598180845372
0.026768852107046087,0.2868789417012767,0.9978598180845372
0.026792111447354022,0.28692307692307695,0.9978598180845372
0.02680697247028084,0.2869672257270349,0.9978598180845372
0.02683762072958152,0.28701138811942134,0.9978598180845372
0.026838197892145813,0.2870555641065107,0.9978598180845372
0.02683985548725294,0.2870997536945813,0.9978598180845372
0.026934430183825735,0.28714395688991534,0.9978598180845372
0.027034297353103226,0.2871881736987989,0.9978598180845372
0.02704410496418666,0.28723240412752193,0.9978598180845372
0.02712127318518462,0.2872766481823783,0.9978598180845372
0.02715816744064411,0.2873209058696657,0.9978598180845372
0.027289966982215037,0.28736517719568566,0.9978598180845372
0.02749791671805465,0.28740946216674373,0.9978598180845372
0.027521541327266398,0.2874537607891492,0.9978598180845372
0.02758441481665248,0.2874980730692154,0.9978598180845372
0.02764966752344966,0.28754239901325934,0.9978598180845372
0.027652624769459774,0.28758673862760215,0.9978598180845372
0.027659914163511826,0.2876310919185688,0.9978598180845372
0.02766576320677894,0.287675458892488,0.9978598180845372
0.02773357891813182,0.2877198395556927,0.9978598180845372
0.027810927548576687,0.2876099367381577,0.9973247726056714
0.027828381578575805,0.2876543209876543,0.9973247726056714
0.027848939008041345,0.2876987189381077,0.9973247726056714
0.02797102929126596,0.28774313059586293,0.9973247726056714
